Car,Model,Mode,Driven (km),Fuel,Horse Power,Location,Price (Rs : lacs)
Mercedes Benz E Class 3rd (W211) Generation 2006 E200 ,2020,Automatic,"33,000",Petrol,1800,Lahore,PKR 57 lacs
Honda Civic  2007 VTi Prosmatec 1.8 i-VTEC ,2018,Automatic,"62,000",Petrol,1800,Lahore,PKR 53.6 lacs
Toyota Fortuner  2015 2.7 VVTi ,2005,Manual,"250,388",Petrol,1600,Lahore,PKR 18.5 lacs
KIA Sportage  2020 FWD ,2004,Manual,"119,960",Petrol,1100,Lahore,PKR 8.75 lacs
Toyota Vitz  2017 F Safety 1.0 ,2017,Manual,"99,800",Petrol,1300,Lahore,PKR 26.5 lacs
DFSK Shahbaz  2018  ,2014,Automatic,"72,899",Petrol,660,Lahore,PKR 22.8 lacs
Honda Civic  2014 VTi Prosmatec 1.8 i-VTEC ,2016,Automatic,"114,383",Petrol,1800,Lahore,PKR 45 lacs
Honda Civic Reborn 2006 MXST (Hybrid) ,2005,Manual,"185,000",Petrol,1300,Lahore,PKR 10.5 lacs
Toyota Corolla  2001  ,2021,Automatic,"88,000",Petrol,1500,Lahore,PKR 51.75 lacs
Honda City 6th Generation 2021 1.2L CVT ,2019,Manual,"99,000",Petrol,1300,Lahore,PKR 39 lacs
Honda Fit  2013 Shuttle Hybrid 1.3 ,2006,Automatic,"174,000",Petrol,1600,Lahore,PKR 16.35 lacs
Suzuki Cultus  2007 VXR ,2021,Manual,"22,000",Petrol,1300,Lahore,PKR 43 lacs
Honda Civic Rebirth 2016 VTi Oriel Prosmatec 1.8 i-VTEC ,2022,Manual,"26,200",Petrol,660,Lahore,PKR 24.2 lacs
BMW 3 Series  1997  ,1993,Automatic,"90,000",Petrol,1600,Lahore,PKR 11 lacs
Toyota Fortuner  2019 2.7 VVTi ,2021,Automatic,"20,000",Petrol,660,Lahore,PKR 27.8 lacs
Suzuki Hustler  2020  ,2014,Manual,"120,000",Petrol,1300,Lahore,PKR 26.35 lacs
Suzuki Hustler  2020 G Turbo ,2008,Automatic,"125,000",Petrol,660,Lahore,PKR 9 lacs
Toyota Aqua  2012 G ,2020,Automatic,"50,000",Petrol,660,Lahore,PKR 32.75 lacs
Suzuki Hustler  2022  ,2014,Automatic,"77,000",Petrol,1000,Lahore,PKR 27.5 lacs
Honda Civic  2022 1.5 VTEC Turbo Oriel ,2021,Manual,"60,500",Petrol,1300,Lahore,PKR 33 lacs
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC ,2008,Manual,"19,190",Petrol,1000,Lahore,PKR 10.9 lacs
Toyota Fortuner  2023 Legender  ,2018,Manual,"12,000",Petrol,1500,Lahore,PKR 90 lacs
KIA Sport,2022,Automatic,"5,000",Petrol,2000,Lahore,PKR 83 lacs
Audi,2021,Automatic,"4,900",Petrol,1490,Lahore,PKR 76.5 lacs
Toyota Ya,2014,Automatic,"130,000",Petrol,1800,Lahore,PKR 41 lacs
Honda C,2021,Manual,"75,000",Petrol,1000,Lahore,PKR 24.8 lacs
Suzuki Cul,2014,Automatic,"63,000",Petrol,660,Lahore,PKR 24.5 lacs
Toyota Coro,2021,Automatic,"17,500",Petrol,1500,Lahore,PKR 70.25 lacs
Toyota Pr,2021,Automatic,"29,500",Petrol,2000,Lahore,PKR 77 lacs
Honda C,2016,Manual,"115,000",Petrol,1000,Lahore,PKR 19.6 lacs
Honda N ,1994,Manual,"123,456",Petrol,1300,Lahore,PKR 10.2 lacs
Suzuki Cul,2006,Manual,"80,000",Petrol,1100,Lahore,PKR 9.5 lacs
Honda City 5th Generation 2019 1.3 i-VTEC ,2006,Automatic,"151,000",Petrol,2400,Lahore,PKR 33 lacs
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC ,2016,Manual,"119,500",Petrol,1000,Lahore,PKR 18.7 lacs
Mitsubishi Lancer  2004 GLX 1.5 ,2014,Automatic,"125,000",Petrol,1500,Lahore,PKR 29.25 lacs
Suzuki Wagon R  2018 VXL ,2002,Automatic,"78,000",Petrol,4700,Lahore,PKR 1.35 crore
Toyota Corolla  2014 Altis Grande CVT-i 1.8 ,2022,Automatic,"28,000",Petrol,1400,Lahore,PKR 50.5 lacs
Isuzu NKR  2019  ,1994,Manual,"150,000",Diesel,2000,Lahore,PKR 10.5 lacs
Changan Karvaan  2022 Base Model 1.0 ,2015,Manual,"50,000",Petrol,1300,Lahore,PKR 30.5 lacs
DFSK Glory 580  2020 1.5 CVT ,1999,Automatic,"123,456",Petrol,2700,Lahore,PKR 37 lacs
Honda City  2016 1.3 i-VTEC ,2018,Automatic,"44,000",Hybrid,1198,Lahore,PKR 42 lacs
Honda Civic Eagle Eye 2006 EXi ,2022,Automatic,"25,000",Petrol,1600,Lahore,PKR 57.9 lacs
Honda BR-V  2019 i-VTEC S ,2018,Manual,"48,000",Petrol,800,Lahore,PKR 14 lacs
Changan Alsvin  2022 1.3L MT Comfort ,2019,Manual,"63,100",Petrol,1300,Lahore,PKR 38.25 lacs
DFSK Glory 580  2021 1.5 MT ,2015,Automatic,"90,000",Petrol,660,Lahore,PKR 26.5 lacs
Nissan March  2008  ,2019,Manual,"6,400",Petrol,1500,Lahore,PKR 52 lacs
Toyota Corolla  2010 GLi 1.3 VVTi ,2023,Automatic,"2,000",Petrol,1300,Lahore,PKR 51 lacs
Honda Civic  1998 VTi Automatic 1.6 ,2020,Automatic,"41,000",Petrol,1800,Lahore,PKR 61.75 lacs
BAIC BJ40 Plus  2022 Honorable Edition ,2023,Automatic,95,Petrol,1490,Lahore,PKR 79 lacs
Changan Alsvin  2022 1.5L DCT Lumiere ,2002,Manual,"320,000",Petrol,1600,Lahore,PKR 12.5 lacs
KIA Picanto  2021 1.0 AT ,2018,Automatic,"88,000",Petrol,1800,Lahore,PKR 60 lacs
Honda BR-V  2021 i-VTEC S ,2023,Automatic,"9,000",Petrol,1500,Lahore,PKR 85 lacs
MG HS  2021 Trophy ,2021,Automatic,"32,000",Petrol,998,Lahore,PKR 30.5 lacs
KIA Sportage  2020 AWD ,2021,Automatic,"62,000",Petrol,1500,Lahore,PKR 45 lacs
Toyota Aqua  2015 G ,2009,Automatic,"75,000",Petrol,660,Lahore,PKR 15.1 lacs
Nissan Dayz  2020 Highway star X ,2017,Manual,"110,000",Petrol,800,Lahore,PKR 12.5 lacs
Toyota Yaris Hatchback  2020  ,2000,Manual,10,Petrol,1300,Lahore,PKR 8.75 lacs
KIA Sport,2020,Automatic,"38,000",Petrol,2000,Lahore,PKR 67.25 lacs
Audi,2007,Automatic,"5,000",Petrol,660,Lahore,PKR 11.25 lacs
Toyota Ya,2017,Automatic,"105,000",Hybrid,1800,Lahore,PKR 77.5 lacs
Honda C,2018,Automatic,"23,000",Petrol,1800,Lahore,PKR 59 lacs
Suzuki Cul,2006,Manual,"212,000",Petrol,1300,Lahore,PKR 15.5 lacs
Toyota Coro,2018,Automatic,"34,000",Petrol,4600,Lahore,PKR 4.85 crore
Toyota Pr,2019,Automatic,"6,000",Petrol,660,Lahore,PKR 31.5 lacs
Honda C,2008,Manual,"132,456",Petrol,1800,Lahore,PKR 22.95 lacs
Honda N ,2023,Automatic,5,Hybrid,1600,Lahore,PKR 1.49 crore
Suzuki Cul,2017,Automatic,"76,207",Petrol,1800,Lahore,PKR 50.75 lacs
Toyota Passo  2020 Moda G ,2019,Automatic,"60,000",Petrol,1500,Lahore,PKR 41.5 lacs
Suzuki Wagon R  2015 Stingray T ,2018,Automatic,"84,000",Petrol,1600,Lahore,PKR 50 lacs
MG ZS  2021 1.5L ,2001,Automatic,"235,510",Petrol,4663,Lahore,PKR 1.5 crore
Toyota Aqua  2014 L ,1992,Manual,"7,866",Diesel,2400,Lahore,PKR 16.3 lacs
Toyota Hilux  2020 Revo G Automatic 2.8 ,2021,Automatic,"25,000",Petrol,1800,Lahore,PKR 66 lacs
Toyota Hilux  2019 Revo V Automatic 2.8 ,2019,Automatic,"50,000",Petrol,2000,Lahore,PKR 64 lacs
Toyota Yaris  2021 ATIV CVT 1.3 ,2019,Manual,"70,000",Petrol,800,Lahore,PKR 9.95 lacs
MG ZS  2021 1.5L ,2022,Automatic,"3,100",Petrol,660,Lahore,PKR 34.75 lacs
Suzuki Alto  2006 G ,2023,Automatic,"12,800",Petrol,1800,Lahore,PKR 73.5 lacs
Honda Vezel  2019  ,2023,Automatic,16,Petrol,1600,Lahore,PKR 69 lacs
Toyota Vitz  2019  ,2018,Automatic,25,Petrol,660,Lahore,PKR 30 lacs
MG HS  2021 1.5 Turbo ,2013,Manual,"106,000",Petrol,1300,Lahore,PKR 24.75 lacs
Toyota Corolla  2009 XLi VVTi ,2021,Manual,"70,000",Petrol,1200,Lahore,PKR 41 lacs
MG HS  2022 1.5 Turbo ,2021,Automatic,"35,000",Petrol,1500,Lahore,PKR 55.5 lacs
Suzuki MR Wagon  2013 X IDLING STOP ,2020,Automatic,"45,500",Petrol,1800,Lahore,PKR 64 lacs
MG HS  2020 Trophy ,2021,Automatic,"25,000",Petrol,2700,Lahore,PKR 1.52 crore
Suzuki Mehran  2006 VXR (CNG) ,2021,Automatic,"28,000",Petrol,1800,Lahore,PKR 68.5 lacs
Tesla Model 3  2021 Long Range ,2022,Automatic,"23,000",Petrol,1500,Lahore,PKR 81 lacs
Mazda RX8  2003  ,2022,Automatic,"30,000",Petrol,1200,Lahore,PKR 45.5 lacs
Toyota Mark X  2005 300G ,2021,Automatic,"22,000",Petrol,2000,Lahore,PKR 82.5 lacs
Toyota Vitz  2012 F 1.0 ,2023,Automatic,"35,000",Petrol,1600,Lahore,PKR 62.75 lacs
Honda Civic  2021 1.5 RS Turbo ,2017,Manual,"120,000",Petrol,1300,Lahore,PKR 31.25 lacs
Honda N Wgn  2015 Custom G L Package ,2018,Manual,"115,000",Petrol,1500,Lahore,PKR 34.9 lacs
Suzuki Alto  2022 VXL AGS ,2019,Automatic,"67,000",Hybrid,1500,Lahore,PKR 73.75 lacs
Honda City  2018 Aspire Prosmatec 1.5 i-VTEC ,2013,Manual,"150,000",Petrol,1300,Lahore,PKR 18.5 lacs
KIA Sport,2021,Automatic,"26,000",Petrol,1500,Lahore,PKR 49 lacs
Audi,1999,Manual,"275,000",Petrol,1000,Lahore,PKR 5.4 lacs
Toyota Ya,2022,Automatic,"10,000",Petrol,1300,Lahore,PKR 47 lacs
Honda C,2021,Automatic,"32,000",Petrol,1500,Lahore,PKR 52 lacs
Suzuki Cul,2019,Automatic,"25,000",Petrol,658,Lahore,PKR 42 lacs
Toyota Coro,2018,Automatic,"100,200",Petrol,1300,Lahore,PKR 37.65 lacs
Toyota Pr,2020,Automatic,"8,000",Petrol,659,Lahore,PKR 33.5 lacs
Honda C,2021,Manual,"20,000",Petrol,1300,Lahore,PKR 37.5 lacs
Honda N ,2018,Automatic,"100,000",Hybrid,1200,Lahore,PKR 75 lacs
Suzuki Cul,2018,Automatic,"31,000",Petrol,4600,Lahore,Call
Toyota Vitz  2017 F 1.0 ,2023,Automatic,30,Petrol,2000,Lahore,Call
Suzuki Liana  2007  ,2011,Automatic,"79,000",Petrol,1000,Lahore,PKR 26.95 lacs
KIA Sorento  2004  ,2013,Manual,"65,000",Petrol,800,Lahore,PKR 10.25 lacs
Toyota C-HR  2017 S-LED ,2012,Manual,"90,000",Petrol,1300,Lahore,PKR 19.5 lacs
Toyota Corolla 9th Generation 2007 GLi 1.3 ,2022,Automatic,"16,000",Petrol,2500,Lahore,PKR 97.75 lacs
Suzuki Cultus  2017 VXR ,2020,Automatic,"12,000",Hybrid,1500,Lahore,Call
Toyota Premio  2004 F 1.5 ,2022,Automatic,"21,000",Petrol,1500,Lahore,PKR 50 lacs
Honda City  2007 VTEC Steermatic ,2018,Automatic,"50,000",Petrol,1500,Lahore,Call
Honda Civic  2014 VTi Oriel Prosmatec 1.8 i-VTEC ,2018,Automatic,"20,000",Petrol,4600,Lahore,Call
Honda N Box  2020  ,2005,Automatic,"168,000",Petrol,1500,Lahore,PKR 16.8 lacs
Toyota Corolla  2013 GLi Automatic Limited Edition 1.6 VVTi ,2010,Automatic,"149,000",Petrol,0.0,Lahore,PKR 23 lacs
Toyota Prado  2013 TX Limited 2.7 ,2012,Automatic,"123,000",Petrol,660,Lahore,PKR 22.5 lacs
Suzuki Swift  2017 DLX 1.3 Navigation  ,2007,Manual,"23,000",Petrol,1000,Lahore,PKR 11.25 lacs
Honda Civic  2000 VTi Oriel 1.6 ,2022,Automatic,"20,000",Petrol,2000,Lahore,PKR 85.5 lacs
Hyundai Elantra  2020 GLS ,2022,Manual,"20,447",Petrol,1000,Lahore,PKR 29 lacs
Honda Civic Rebirth 2012 VTi Oriel Prosmatec 1.8 i-VTEC ,2022,Automatic,"20,000",Petrol,2000,Lahore,PKR 65 lacs
Honda Civic  2021 1.5 RS Turbo ,2020,Automatic,"39,500",Petrol,1300,Lahore,PKR 42 lacs
Honda Civic  2016 Oriel 1.8 i-VTEC CVT ,2017,Automatic,"41,000",Petrol,1300,Lahore,PKR 41 lacs
Honda City  2017 1.3 i-VTEC ,2016,Automatic,"60,000",Petrol,1800,Lahore,PKR 37 lacs
Suzuki Baleno  2004 JXR ,2018,Automatic,"100,000",Petrol,1800,Lahore,PKR 53.5 lacs
Honda Fit  2011  ,2008,Manual,"120,000",Petrol,1300,Lahore,PKR 20.4 lacs
Honda City 5th Generation 2012 Aspire 1.3 i-VTEC ,2020,Automatic,"72,000",Petrol,2000,Lahore,PKR 69 lacs
Nissan Kicks  2020 XV Premium ,2006,Manual,"2,000",Petrol,1300,Lahore,PKR 18 lacs
Suzuki Cultus  2008 VXRi ,2021,Automatic,"69,000",Electric,50.0,Lahore,PKR 78 lacs
Suzuki Cultus  2013 EURO II ,2014,Automatic,"148,000",Petrol,1800,Lahore,PKR 35 lacs
KIA Sport,2020,Automatic,"29,000",Hybrid,660,Lahore,PKR 33.25 lacs
Audi,2017,Automatic,"90,000",Petrol,1500,Lahore,PKR 37.4 lacs
Toyota Ya,2004,Manual,"189,000",Petrol,1500,Lahore,PKR 14.75 lacs
Honda C,2013,Manual,"145,000",Petrol,1500,Lahore,PKR 28 lacs
Suzuki Cul,2019,Automatic,"68,000",Petrol,1500,Lahore,PKR 39 lacs
Toyota Coro,2008,Manual,"230,000",Petrol,1300,Lahore,PKR 17.95 lacs
Toyota Pr,2012,Manual,"80,000",Petrol,1000,Lahore,PKR 11.5 lacs
Honda C,2020,Automatic,"28,500",Petrol,998,Lahore,PKR 28.5 lacs
Honda N ,2022,Automatic,"40,000",Petrol,2000,Lahore,PKR 58.5 lacs
Suzuki Cul,2020,Automatic,"97,000",Petrol,660,Lahore,PKR 31.95 lacs
Toyota Prado  2002 TX Limited 2.7 ,2018,Automatic,"118,000",Petrol,1600,Lahore,PKR 45.5 lacs
Suzuki Mehran  2012 VX ,2015,Manual,"132,000",Petrol,1000,Lahore,PKR 14 lacs
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC ,2005,Manual,"150,000",Petrol,1300,Lahore,PKR 9.85 lacs
KIA Sorento  2021 3.5 FWD ,2008,Automatic,"1,680",Petrol,1000,Lahore,PKR 23.8 lacs
Honda City  2000 EXi ,2005,Manual,"135,000",Petrol,1600,Lahore,PKR 11.6 lacs
Toyota Prado  2018 TX Limited 2.7 ,2021,Manual,"35,000",Petrol,1300,Lahore,PKR 40.9 lacs
Honda City  2018 1.3 i-VTEC ,2011,Manual,"98,000",Petrol,1300,Lahore,PKR 26.5 lacs
Suzuki Mehran  2006 VXR ,2017,Automatic,"100,000",Petrol,1300,Lahore,PKR 41.5 lacs
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC ,2023,Automatic,"22,000",Petrol,1800,Lahore,PKR 70.9 lacs
Changan Oshan X7  2022 FutureSense ,2020,Automatic,"43,000",Petrol,1300,Lahore,PKR 38.25 lacs
Toyota Corolla  2002  ,2005,Manual,"123,456",Petrol,800,Lahore,PKR 5.9 lacs
MG HS  2021 1.5 Turbo ,1999,Manual,"200,000",Petrol,1000,Lahore,PKR 6 lacs
Honda Civic  2001 VTi Oriel 1.6 ,2016,Manual,"85,370",Petrol,1800,Lahore,PKR 12.5 lacs
Suzuki Alto  2009 E ,2010,Automatic,"200,000",Petrol,1000,Lahore,PKR 22.5 lacs
Toyota Prado  2014 TX 2.7 ,2021,Automatic,"40,000",Petrol,660,Lahore,PKR 39.25 lacs
Honda Civic  2021 Oriel 1.8 i-VTEC CVT ,2005,Automatic,1,Petrol,1600,Lahore,PKR 19.5 lacs
MG HS  2021 Trophy ,2011,Manual,"150,000",Petrol,1300,Lahore,PKR 24.75 lacs
Toyota Corolla  2018 Altis Automatic 1.6 ,2023,Automatic,"9,500",Petrol,660,Lahore,PKR 36.5 lacs
Hyundai Sonata  2021 2.5 ,2020,Automatic,"22,000",Hybrid,659,Lahore,PKR 41.75 lacs
Toyota Vitz  2018 F 1.0 ,2022,Automatic,"22,500",Petrol,1800,Lahore,PKR 70 lacs
Toyota Corolla  1992  ,2022,Automatic,"8,800",Petrol,1500,Lahore,PKR 82.5 lacs
Toyota Passo  2014 X ,2018,Automatic,"122,000",Petrol,1800,Lahore,PKR 53.25 lacs
Toyota Noah  2014 G ,2018,Automatic,"49,500",Petrol,996,Lahore,PKR 39.75 lacs
Suzuki Alto  2020 L limited 40th anniversary edition ,2014,Manual,"106,564",Petrol,1600,Lahore,PKR 26.9 lacs
Suzuki Mehran  2006 VX ,2016,Manual,"90,000",Petrol,800,Lahore,PKR 12.5 lacs
KIA Sport,2022,Manual,"48,000",Petrol,660,Lahore,PKR 22.8 lacs
Audi,2005,Manual,"280,000",Petrol,1300,Lahore,PKR 18.8 lacs
Toyota Ya,2022,Automatic,"28,000",Petrol,2000,Lahore,PKR 64 lacs
Honda C,2011,Manual,"88,000",Petrol,1000,Lahore,PKR 11.3 lacs
Suzuki Cul,2018,Automatic,"112,368",Petrol,660,Lahore,PKR 22.75 lacs
Toyota Coro,2021,Automatic,"49,283",LPG,2700,Lahore,PKR 1.4 crore
Toyota Pr,2011,Manual,"12,356",Petrol,1300,Lahore,PKR 22.35 lacs
Honda C,2022,Automatic,"20,000",Petrol,2500,Lahore,PKR 1 crore
Honda N ,2022,Automatic,"18,000",Diesel,2800,Lahore,PKR 1.76 crore
Suzuki Cul,2002,Automatic,"10,035",Petrol,1000,Lahore,PKR 12 lacs
Honda Civic  2021 Oriel 1.8 i-VTEC CVT ,2005,Manual,"363,000",Diesel,2000,Lahore,PKR 18.6 lacs
Toyota Hiace  2018 TRH 229 ,2018,Automatic,"89,000",Petrol,1800,Lahore,PKR 48.95 lacs
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC ,2018,Automatic,"56,780",Petrol,996,Lahore,PKR 37.95 lacs
Mercedes Benz E Class  2005  ,2007,Manual,"200,000",Petrol,1300,Lahore,PKR 17.95 lacs
Hyundai Santro  2004 Exec ,2021,Automatic,"56,000",Petrol,2000,Lahore,PKR 75 lacs
KIA Sportage  2023 Black Limited Edition ,2023,Automatic,10,Petrol,1800,Lahore,PKR 76.5 lacs
BMW X2  2019 sDrive18i ,2023,Automatic,10,Petrol,1800,Lahore,PKR 76.5 lacs
Toyota Corolla  2017 Altis Automatic 1.6 ,2020,Automatic,"18,000",Petrol,996,Lahore,PKR 61.5 lacs
Suzuki Swift  2019 DLX Automatic 1.3 Navigation ,2022,Automatic,"30,000",Petrol,1600,Lahore,PKR 60.25 lacs
Toyota C-HR  2018 G-LED ,2003,Manual,"95,000",Petrol,800,Lahore,PKR 4.65 lacs
Toyota Corolla  2009 XLi VVTi ,2013,Automatic,"75,000",Petrol,660,Lahore,PKR 21.25 lacs
Toyota Corolla  2001 2.0D Limited ,2021,Automatic,"67,000",Petrol,1500,Lahore,PKR 55 lacs
Toyota Corolla  2015 Altis Grande 1.8 ,2014,Manual,"143,500",Petrol,1500,Lahore,PKR 27.75 lacs
Honda City 5th Generation 2017 1.5 i-VTEC ,2004,Manual,"192,825",Petrol,1000,Lahore,PKR 9.5 lacs
Suzuki Alto  2004 VXR ,2016,Automatic,"86,000",Hybrid,1500,Lahore,PKR 56.5 lacs
Suzuki Mehran  2012 VX ,2003,Manual,"280,000",Petrol,1300,Lahore,PKR 7.2 lacs
Toyota Fortuner  2013 2.7 VVTi ,2020,Automatic,"59,000",Petrol,1300,Lahore,PKR 30.25 lacs
Honda BR-V  2017  ,2015,Automatic,"85,000",Petrol,1800,Lahore,PKR 39 lacs
Toyota Land Cruiser  2006 VX Limited 4.2D ,2021,Automatic,"41,000",Petrol,1200,Lahore,PKR 43.5 lacs
Toyota Hilux  2021 Revo V Automatic 2.8 ,2008,Manual,"148,000",Petrol,1800,Lahore,PKR 24 lacs
Toyota Camry  2017 Hybrid ,2021,Automatic,"13,000",Petrol,1500,Lahore,PKR 37.9 lacs
Jeep Gladiator   2020 Rubicon ,2019,Automatic,"85,000",Petrol,1000,Lahore,PKR 31.4 lacs
Toyota Vitz  2017 F M Package 1.0 ,2017,Manual,"76,000",Petrol,1300,Lahore,PKR 25 lacs
Toyota Corolla  2018 GLi 1.3 VVTi ,2013,Manual,"100,548",Petrol,796,Lahore,PKR 8.6 lacs
Subaru Stella  2021 CUSTOM ,2021,Manual,"24,000",Petrol,1000,Lahore,PKR 28.5 lacs
KIA Sport,2018,Automatic,"60,000",Petrol,1300,Lahore,PKR 36.35 lacs
Audi,1997,Manual,"1,000,000",Petrol,1300,Lahore,PKR 7.15 lacs
Toyota Ya,2015,Automatic,"42,000",Hybrid,1500,Lahore,PKR 46 lacs
Honda C,2007,Manual,"760,835",Petrol,1000,Lahore,PKR 7.8 lacs
Suzuki Cul,2015,Manual,"61,000",Petrol,1000,Lahore,PKR 16.5 lacs
Toyota Coro,2016,Automatic,"64,000",Petrol,1800,Lahore,PKR 49.5 lacs
Toyota Pr,2013,Automatic,"87,500",Petrol,660,Lahore,PKR 23.5 lacs
Honda C,2015,Automatic,"91,000",Hybrid,1500,Lahore,PKR 51.5 lacs
Honda N ,2021,Automatic,"45,000",Petrol,2700,Lahore,PKR 1.5 crore
Suzuki Cul,2024,Automatic,250,Electric,64.0,Lahore,PKR 1.38 crore
Toyota Corolla  2019 Altis Automatic 1.6 ,2019,Automatic,"39,750",Petrol,1600,Lahore,PKR 54 lacs
Toyota Corolla  2017 GLi Automatic 1.3 VVTi ,2020,Automatic,"40,000",Petrol,1800,Lahore,PKR 62.5 lacs
Suzuki Wagon R  2018 VXL ,2019,Manual,"75,000",Petrol,1000,Lahore,PKR 26 lacs
Suzuki Every  2019 GA ,2018,Automatic,"74,000",Petrol,1800,Lahore,PKR 53 lacs
Daihatsu Boon  2019 Cilq ,2023,Automatic,"19,000",Petrol,1500,Lahore,PKR 41.5 lacs
Honda City  2020 1.3 i-VTEC ,2007,Automatic,"115,000",Petrol,1800,Lahore,PKR 23 lacs
Toyota Fortuner  2018 2.7 VVTi ,1995,Manual,"74,000",Petrol,1300,Lahore,PKR 7.5 lacs
Peugeot 2008  2022 Allure ,2020,Automatic,"71,000",Petrol,1000,Lahore,PKR 62 lacs
Honda City 5th Generation 2017 1.3 i-VTEC ,2017,Automatic,"105,968",Petrol,1800,Lahore,PKR 49.5 lacs
Honda Civic  2020 Oriel 1.8 i-VTEC CVT ,2018,Automatic,"45,000",Petrol,660,Lahore,PKR 34.4 lacs
Chevrolet Aveo  2004  ,2014,Automatic,"84,000",Petrol,660,Lahore,PKR 22.6 lacs
Suzuki Cultus  2007 VXR ,2015,Automatic,"100,000",Hybrid,1500,Lahore,PKR 50.9 lacs
Suzuki Wagon R  2021 VXL ,2000,Manual,"180,000",Petrol,1300,Lahore,PKR 12.5 lacs
Toyota C-HR  2017 G ,2010,Automatic,"50,000",Petrol,1800,Lahore,PKR 30.5 lacs
Hyundai Tucson  2023 AWD A/T Ultimate ,2017,Automatic,"68,500",Petrol,2700,Lahore,PKR 1.08 crore
Nissan Leaf  2020  ,2021,Automatic,"60,000",Diesel,2800,Lahore,PKR 1.1 crore
Honda N Wgn  2020 G ,2023,Automatic,"4,700",Petrol,2000,Lahore,PKR 82.5 lacs
Nissan Note  2021  ,2021,Manual,"133,100",Petrol,999,Lahore,PKR 21.95 lacs
Suzuki Liana  2006 RXi ,2022,Automatic,"36,000",Petrol,1500,Lahore,PKR 49.5 lacs
Toyota Coaster  2020 29 Seater F/L ,2006,Manual,"300,000",Petrol,1500,Lahore,PKR 11.35 lacs
Honda City 5th Generation 2017 1.3 i-VTEC Prosmatec ,2022,Automatic,"6,000",Petrol,3500,Lahore,PKR 1.45 crore
Changan Oshan X7  2022 FutureSense ,2015,Manual,"50,000",Petrol,796,Lahore,PKR 10.75 lacs
Changan Oshan X7  2022 FutureSense ,1998,Automatic,"210,000",Petrol,1600,Lahore,PKR 13.5 lacs
Suzuki Alto  2022 VXL AGS ,2005,Manual,"104,000",Petrol,1600,Lahore,PKR 19 lacs
Suzuki Cultus  2020 VXL ,2013,Manual,"97,385",Petrol,1300,Lahore,PKR 25 lacs
KIA Sport,2015,Manual,"106,000",Petrol,1000,Lahore,PKR 15.15 lacs
Audi,2014,Automatic,"75,000",Petrol,660,Lahore,PKR 23.75 lacs
Toyota Ya,2021,Automatic,"44,000",Petrol,2000,Lahore,PKR 57.5 lacs
Honda C,2021,Manual,"43,000",Petrol,1300,Lahore,PKR 28.75 lacs
Suzuki Cul,2020,Automatic,"15,000",Petrol,660,Lahore,PKR 35 lacs
Toyota Coro,2022,Automatic,"8,000",Hybrid,1500,Lahore,PKR 1.38 crore
Toyota Pr,2010,Manual,"98,000",Petrol,800,Lahore,PKR 7.5 lacs
Honda C,1990,Manual,"50,000",Petrol,800,Lahore,PKR 5.7 lacs
Honda N ,2020,Automatic,"42,500",Petrol,1800,Lahore,PKR 62.5 lacs
Suzuki Cul,2020,Automatic,"88,361",Petrol,660,Lahore,PKR 34 lacs
Honda Freed  2017 Hybrid G Honda Sensing ,2007,Manual,"150,000",Petrol,800,Lahore,PKR 8 lacs
Honda City 5th Generation 2014 1.3 i-VTEC ,2014,Automatic,"130,000",Petrol,660,Lahore,PKR 18.4 lacs
Honda City  2021 Aspire Prosmatec 1.5 i-VTEC ,2017,Automatic,"81,000",Hybrid,1500,Lahore,PKR 72 lacs
Toyota Passo  2010  ,2003,Manual,"150,000",Petrol,1300,Lahore,PKR 7.7 lacs
Toyota Corolla  2019 Altis Grande CVT-i 1.8 ,2020,Automatic,"12,000",Petrol,1000,Lahore,PKR 51.6 lacs
Honda Civic  2021 1.5 RS Turbo ,2023,Automatic,"10,000",Petrol,1800,Lahore,PKR 80 lacs
Honda Civic  2019 Oriel 1.8 i-VTEC CVT ,1999,Automatic,"212,000",Diesel,3000,Lahore,PKR 44 lacs
Nissan Sunny  1990  ,2015,Automatic,"96,000",Petrol,660,Lahore,PKR 23.5 lacs
Honda Vezel  2017 Hybrid RS Honda Sensing  ,2020,Automatic,"24,000",Hybrid,1800,Lahore,PKR 95 lacs
Suzuki Mehran  2010 VX ,2011,Automatic,"103,000",Petrol,2700,Lahore,PKR 1.42 crore
Mercedes Benz C Class  2012 C63 AMG ,2020,Automatic,"34,300",Petrol,1000,Lahore,PKR 66.9 lacs
Suzuki Margalla  1995 GL ,2017,Automatic,"44,000",Hybrid,1197,Lahore,PKR 74 lacs
Honda Civic  2019 Oriel 1.8 i-VTEC CVT ,2010,Automatic,"107,000",Petrol,1800,Lahore,PKR 1.2 crore
Toyota Yaris Hatchback  2021  ,2018,Automatic,"57,000",Hybrid,1200,Lahore,PKR 42.9 lacs
Suzuki Bolan  2007 VX ,2018,Manual,"52,000",Petrol,1300,Lahore,PKR 32.95 lacs
